CIF,Account Number,Account Name,Product Type,Region,End Balance,Days_Since_Last_Txn,Dormancy_Risk_Score
CIF01007861,ACC0002007861,Customer_7862,Blatena Saving Account,Afar,3661.53,337,0.9999997404758517
CIF01007854,ACC0002007854,Customer_7855,Equb Saving Account,Addis Ababa,7258.38,344,0.9999997404758517
CIF01007844,ACC0002007844,Customer_7845,Blatena Saving Account,Amhara,1375.51,243,0.9999997404758517
CIF01007836,ACC0002007836,Customer_7837,Tirufat Savings Account,SNNPR,12584.44,185,0.9999997404758517
CIF01007833,ACC0002007833,Customer_7834,Dekemezmur Saving Account,Addis Ababa,17773.99,304,0.9999997404758517
CIF01008132,ACC0002008132,Customer_8133,Hiruyan Saving Account,Addis Ababa,39090.97,280,0.9999997404758517
CIF01008129,ACC0002008129,Customer_8130,Sitota Saving Deposit,Addis Ababa,3213.9,265,0.9999997404758517
CIF01008127,ACC0002008127,Customer_8128,Ahadu Bereket Saving Account,Harari,26546.66,283,0.9999997404758517
CIF01008125,ACC0002008125,Customer_8126,Tirufat Savings Account,Oromia,9760.14,280,0.9999997404758517
CIF01008114,ACC0002008114,Customer_8115,Janderebaw Saving Account,Somali,608.29,191,0.9999997404758517
CIF01008111,ACC0002008111,Customer_8112,Asrat Bekurat Saving Account,Oromia,3753.29,356,0.9999997404758517
CIF01008100,ACC0002008100,Customer_8101,Special Saving Account,Oromia,1795.97,223,0.9999997404758517
CIF01008098,ACC0002008098,Customer_8099,Dekemezmur Saving Account,Sidama,11458.66,230,0.9999997404758517
CIF01008092,ACC0002008092,Customer_8093,Ordinary Saving Account,Amhara,938.79,298,0.9999997404758517
CIF01008087,ACC0002008087,Customer_8088,Ordinary Saving Account,Afar,4343.81,252,0.9999997404758517
CIF01008033,ACC0002008033,Customer_8034,Prime Customer Deposit Account,Amhara,96269.28,234,0.9999997404758517
CIF01008021,ACC0002008021,Customer_8022,Sitota Saving Deposit,Addis Ababa,96422.57,239,0.9999997404758517
CIF01008018,ACC0002008018,Customer_8019,Couples Saving Deposit,Benishangul-Gumuz,43821.27,364,0.9999997404758517
CIF01008017,ACC0002008017,Customer_8018,Blatena Saving Account,Addis Ababa,78598.54,292,0.9999997404758517
CIF01008010,ACC0002008010,Customer_8011,Dekemezmur Saving Account,Sidama,38283.68,346,0.9999997404758517
CIF01008006,ACC0002008006,Customer_8007,Janderebaw Saving Account,Sidama,11108.4,248,0.9999997404758517
CIF01008309,ACC0002008309,Customer_8310,Ordinary Saving Account,Addis Ababa,49874.88,350,0.9999997404758517
CIF01008304,ACC0002008304,Customer_8305,Ordinary Saving Account,Amhara,1124049.16,246,0.9999997404758517
CIF01008279,ACC0002008279,Customer_8280,Prime Customer Deposit Account,Addis Ababa,28260.65,356,0.9999997404758517
CIF01008278,ACC0002008278,Customer_8279,Ordinary Saving Account,Addis Ababa,14163.93,208,0.9999997404758517
CIF01008276,ACC0002008276,Customer_8277,Werazut Saving Account,Amhara,18718.58,264,0.9999997404758517
CIF01008272,ACC0002008272,Customer_8273,Washera Saving Account,Oromia,4294.64,225,0.9999997404758517
CIF01008271,ACC0002008271,Customer_8272,Werazut Saving Account,Addis Ababa,6157.52,276,0.9999997404758517
CIF01008266,ACC0002008266,Customer_8267,Ordinary Saving Account,SNNPR,2363.5,295,0.9999997404758517
CIF01008261,ACC0002008261,Customer_8262,Special Saving Account,Addis Ababa,65352.02,226,0.9999997404758517
CIF01008257,ACC0002008257,Customer_8258,Special Saving Account,Oromia,506.51,360,0.9999997404758517
CIF01008229,ACC0002008229,Customer_8230,Ordinary Saving Account,Amhara,96034.53,205,0.9999997404758517
CIF01008219,ACC0002008219,Customer_8220,Ordinary Saving Account,SNNPR,28693.83,247,0.9999997404758517
CIF01008195,ACC0002008195,Customer_8196,Special Saving Account,Dire Dawa,9123.8,277,0.9999997404758517
CIF01008190,ACC0002008190,Customer_8191,Hiruyan Saving Account,Tigray,41465.65,233,0.9999997404758517
CIF01008181,ACC0002008181,Customer_8182,Ordinary Saving Account,Addis Ababa,18398.41,246,0.9999997404758517
CIF01008179,ACC0002008179,Customer_8180,Abew Saving Account,Oromia,10229.53,183,0.9999997404758517
CIF01008464,ACC0002008464,Customer_8465,Prime Customer Deposit Account,Addis Ababa,2092.4,339,0.9999997404758517
CIF01008463,ACC0002008463,Customer_8464,Washera Saving Account,Benishangul-Gumuz,9187.02,290,0.9999997404758517
CIF01008456,ACC0002008456,Customer_8457,Asrat Bekurat Saving Account,SNNPR,1336.93,328,0.9999997404758517
CIF01008447,ACC0002008447,Customer_8448,Ordinary Saving Account,Sidama,536827.75,220,0.9999997404758517
CIF01008440,ACC0002008440,Customer_8441,Hiruyan Saving Account,Addis Ababa,50045.89,213,0.9999997404758517
CIF01008429,ACC0002008429,Customer_8430,Ordinary Saving Account,Sidama,5966.08,346,0.9999997404758517
CIF01008421,ACC0002008421,Customer_8422,Blatena Saving Account,Harari,82528.37,321,0.9999997404758517
CIF01008402,ACC0002008402,Customer_8403,Werazut Saving Account,Tigray,15217.06,324,0.9999997404758517
CIF01008393,ACC0002008393,Customer_8394,Equb Saving Account,Harari,11321.72,265,0.9999997404758517
CIF01008387,ACC0002008387,Customer_8388,Tirufat Savings Account,Tigray,100120.0,256,0.9999997404758517
CIF01008368,ACC0002008368,Customer_8369,Ordinary Saving Account,Addis Ababa,2027.71,327,0.9999997404758517
CIF01008365,ACC0002008365,Customer_8366,Ordinary Saving Account,Addis Ababa,8509.54,269,0.9999997404758517
CIF01008340,ACC0002008340,Customer_8341,Blatena Saving Account,Addis Ababa,14886.68,237,0.9999997404758517
CIF01008337,ACC0002008337,Customer_8338,Special Saving Account,SNNPR,20657.62,308,0.9999997404758517
CIF01008323,ACC0002008323,Customer_8324,Sitota Saving Deposit,Amhara,199103.11,330,0.9999997404758517
CIF01008317,ACC0002008317,Customer_8318,Special Saving Account,Addis Ababa,618.68,317,0.9999997404758517
CIF01008588,ACC0002008588,Customer_8589,Blatena Saving Account,Addis Ababa,3016.8,273,0.9999997404758517
CIF01008569,ACC0002008569,Customer_8570,Agape Saving Account,Addis Ababa,20599.73,205,0.9999997404758517
CIF01008566,ACC0002008566,Customer_8567,Abew Saving Account,Tigray,113804.99,361,0.9999997404758517
CIF01008555,ACC0002008555,Customer_8556,Special Saving Account,Addis Ababa,2113.74,243,0.9999997404758517
CIF01008554,ACC0002008554,Customer_8555,Werazut Saving Account,Amhara,52965.37,300,0.9999997404758517
CIF01008552,ACC0002008552,Customer_8553,Tirufat Savings Account,Sidama,92390.19,344,0.9999997404758517
CIF01008543,ACC0002008543,Customer_8544,Werazut Saving Account,Tigray,5008.92,332,0.9999997404758517
CIF01008537,ACC0002008537,Customer_8538,Dekemezmur Saving Account,Amhara,85544.84,345,0.9999997404758517
CIF01008536,ACC0002008536,Customer_8537,Blatena Saving Account,Dire Dawa,18429.17,186,0.9999997404758517
CIF01008532,ACC0002008532,Customer_8533,Ordinary Saving Account,Tigray,957.55,232,0.9999997404758517
CIF01008517,ACC0002008517,Customer_8518,Ordinary Saving Account,Addis Ababa,1736.9,232,0.9999997404758517
CIF01008510,ACC0002008510,Customer_8511,Ordinary Saving Account,Addis Ababa,3063.43,227,0.9999997404758517
CIF01008505,ACC0002008505,Customer_8506,Ahati Saving Account,Harari,36529.41,223,0.9999997404758517
CIF01008494,ACC0002008494,Customer_8495,Ahati Saving Account,Oromia,5140.59,182,0.9999997404758517
CIF01008490,ACC0002008490,Customer_8491,Ahadu Bereket Saving Account,Dire Dawa,103009.7,256,0.9999997404758517
CIF01008468,ACC0002008468,Customer_8469,Werazut Saving Account,Addis Ababa,33026.35,287,0.9999997404758517
CIF01008684,ACC0002008684,Customer_8685,Ordinary Saving Account,Benishangul-Gumuz,922.12,325,0.9999997404758517
CIF01008676,ACC0002008676,Customer_8677,Ahati Saving Account,Addis Ababa,68822.8,200,0.9999997404758517
CIF01008664,ACC0002008664,Customer_8665,Blatena Saving Account,Addis Ababa,31670.37,348,0.9999997404758517
CIF01008659,ACC0002008659,Customer_8660,Ordinary Saving Account,Addis Ababa,55423.66,306,0.9999997404758517
CIF01008649,ACC0002008649,Customer_8650,Hiruyan Saving Account,Addis Ababa,4205.07,236,0.9999997404758517
CIF01008644,ACC0002008644,Customer_8645,Ahati Saving Account,Oromia,17407.29,251,0.9999997404758517
CIF01008639,ACC0002008639,Customer_8640,Dekemezmur Saving Account,Addis Ababa,22169.62,285,0.9999997404758517
CIF01008631,ACC0002008631,Customer_8632,Ordinary Saving Account,Amhara,35698.63,322,0.9999997404758517
CIF01008629,ACC0002008629,Customer_8630,Hiruyan Saving Account,Addis Ababa,8579.81,356,0.9999997404758517
CIF01008622,ACC0002008622,Customer_8623,Ahati Saving Account,Oromia,45199.21,183,0.9999997404758517
CIF01008621,ACC0002008621,Customer_8622,Washera Saving Account,Addis Ababa,4698.81,186,0.9999997404758517
CIF01008617,ACC0002008617,Customer_8618,Ahadu Bereket Saving Account,Afar,1391.0,269,0.9999997404758517
CIF01008610,ACC0002008610,Customer_8611,Ahati Saving Account,Amhara,29130.58,335,0.9999997404758517
CIF01008608,ACC0002008608,Customer_8609,Blatena Saving Account,Harari,1777.92,284,0.9999997404758517
CIF01008599,ACC0002008599,Customer_8600,Dekemezmur Saving Account,Afar,3037.18,220,0.9999997404758517
CIF01008589,ACC0002008589,Customer_8590,Sitota Saving Deposit,Amhara,222049.37,210,0.9999997404758517
CIF01008787,ACC0002008787,Customer_8788,Ordinary Saving Account,Amhara,69688.83,291,0.9999997404758517
CIF01008784,ACC0002008784,Customer_8785,Ordinary Saving Account,Benishangul-Gumuz,10379.01,182,0.9999997404758517
CIF01008769,ACC0002008769,Customer_8770,Washera Saving Account,Dire Dawa,10443.12,258,0.9999997404758517
CIF01008760,ACC0002008760,Customer_8761,Ordinary Saving Account,SNNPR,2684.39,284,0.9999997404758517
CIF01008750,ACC0002008750,Customer_8751,Ahati Saving Account,SNNPR,46066.18,356,0.9999997404758517
CIF01008746,ACC0002008746,Customer_8747,Werazut Saving Account,Amhara,4904.96,282,0.9999997404758517
CIF01008745,ACC0002008745,Customer_8746,Ahati Saving Account,Amhara,10949.3,349,0.9999997404758517
CIF01008744,ACC0002008744,Customer_8745,Special Saving Account,Harari,5794.47,193,0.9999997404758517
CIF01008732,ACC0002008732,Customer_8733,Abew Saving Account,Afar,46172.67,257,0.9999997404758517
CIF01008727,ACC0002008727,Customer_8728,Hiruyan Saving Account,Oromia,8000.63,256,0.9999997404758517
CIF01008717,ACC0002008717,Customer_8718,Ahati Saving Account,Tigray,185848.01,268,0.9999997404758517
CIF01008711,ACC0002008711,Customer_8712,Couples Saving Deposit,Amhara,20254.01,300,0.9999997404758517
CIF01008706,ACC0002008706,Customer_8707,Ordinary Saving Account,Amhara,18143.45,235,0.9999997404758517
CIF01008696,ACC0002008696,Customer_8697,Ahati Saving Account,Amhara,3302.67,255,0.9999997404758517
CIF01008694,ACC0002008694,Customer_8695,Special Saving Account,Addis Ababa,250088.57,331,0.9999997404758517
CIF01008965,ACC0002008965,Customer_8966,Ordinary Saving Account,Benishangul-Gumuz,20267.8,222,0.9999997404758517
CIF01008964,ACC0002008964,Customer_8965,Ahadu Bereket Saving Account,Addis Ababa,33511.03,255,0.9999997404758517
CIF01008956,ACC0002008956,Customer_8957,Ordinary Saving Account,Amhara,2487.62,285,0.9999997404758517
CIF01008955,ACC0002008955,Customer_8956,Special Saving Account,Addis Ababa,31069.61,340,0.9999997404758517
CIF01008936,ACC0002008936,Customer_8937,Dekemezmur Saving Account,SNNPR,8548.2,335,0.9999997404758517
CIF01008931,ACC0002008931,Customer_8932,Special Saving Account,Sidama,315511.91,218,0.9999997404758517
CIF01008909,ACC0002008909,Customer_8910,Werazut Saving Account,Oromia,8185.94,355,0.9999997404758517
CIF01008886,ACC0002008886,Customer_8887,Ahadu Bereket Saving Account,Oromia,12469.82,273,0.9999997404758517
CIF01008858,ACC0002008858,Customer_8859,Prime Customer Deposit Account,Amhara,16111.06,264,0.9999997404758517
CIF01008855,ACC0002008855,Customer_8856,Equb Saving Account,Amhara,12407.45,348,0.9999997404758517
CIF01008843,ACC0002008843,Customer_8844,Special Saving Account,Oromia,2306.13,330,0.9999997404758517
CIF01008836,ACC0002008836,Customer_8837,Janderebaw Saving Account,Addis Ababa,34342.29,286,0.9999997404758517
CIF01008826,ACC0002008826,Customer_8827,Abew Saving Account,Amhara,9671.83,307,0.9999997404758517
CIF01008817,ACC0002008817,Customer_8818,Ordinary Saving Account,Oromia,11689.44,310,0.9999997404758517
CIF01008811,ACC0002008811,Customer_8812,Equb Saving Account,Addis Ababa,9262.59,342,0.9999997404758517
CIF01008807,ACC0002008807,Customer_8808,Ahati Saving Account,Addis Ababa,13876.98,238,0.9999997404758517
CIF01009123,ACC0002009123,Customer_9124,Ordinary Saving Account,Benishangul-Gumuz,41469.71,244,0.9999997404758517
CIF01009122,ACC0002009122,Customer_9123,Equb Saving Account,Dire Dawa,6185.11,217,0.9999997404758517
CIF01009112,ACC0002009112,Customer_9113,Dekemezmur Saving Account,Dire Dawa,296099.19,246,0.9999997404758517
CIF01009063,ACC0002009063,Customer_9064,Werazut Saving Account,SNNPR,3515.85,248,0.9999997404758517
CIF01009053,ACC0002009053,Customer_9054,Ordinary Saving Account,Amhara,16201.22,337,0.9999997404758517
CIF01009051,ACC0002009051,Customer_9052,Agape Saving Account,Addis Ababa,2773.51,268,0.9999997404758517
CIF01009039,ACC0002009039,Customer_9040,Ordinary Saving Account,Addis Ababa,24312.35,224,0.9999997404758517
CIF01009028,ACC0002009028,Customer_9029,Hiruyan Saving Account,Amhara,2924.17,200,0.9999997404758517
CIF01009027,ACC0002009027,Customer_9028,Blatena Saving Account,Benishangul-Gumuz,4587.32,216,0.9999997404758517
CIF01009022,ACC0002009022,Customer_9023,Tirufat Savings Account,Oromia,123834.27,258,0.9999997404758517
CIF01009012,ACC0002009012,Customer_9013,Special Saving Account,Addis Ababa,73817.7,202,0.9999997404758517
CIF01009011,ACC0002009011,Customer_9012,Blatena Saving Account,Benishangul-Gumuz,31988.29,235,0.9999997404758517
CIF01008987,ACC0002008987,Customer_8988,Ordinary Saving Account,Addis Ababa,18255.9,239,0.9999997404758517
CIF01008982,ACC0002008982,Customer_8983,Ordinary Saving Account,Afar,416567.84,281,0.9999997404758517
CIF01008974,ACC0002008974,Customer_8975,Tirufat Savings Account,Addis Ababa,2883207.63,186,0.9999997404758517
CIF01009294,ACC0002009294,Customer_9295,Ordinary Saving Account,Oromia,99243.38,198,0.9999997404758517
CIF01009278,ACC0002009278,Customer_9279,Prime Customer Deposit Account,Oromia,90157.8,206,0.9999997404758517
CIF01009275,ACC0002009275,Customer_9276,Werazut Saving Account,Oromia,52209.11,308,0.9999997404758517
CIF01009267,ACC0002009267,Customer_9268,Agape Saving Account,Oromia,29764.45,305,0.9999997404758517
CIF01009251,ACC0002009251,Customer_9252,Janderebaw Saving Account,SNNPR,48572.27,356,0.9999997404758517
CIF01009240,ACC0002009240,Customer_9241,Asrat Bekurat Saving Account,Addis Ababa,62288.02,351,0.9999997404758517
CIF01009227,ACC0002009227,Customer_9228,Ordinary Saving Account,SNNPR,20882.55,249,0.9999997404758517
CIF01009220,ACC0002009220,Customer_9221,Ordinary Saving Account,Harari,39314.69,318,0.9999997404758517
CIF01009218,ACC0002009218,Customer_9219,Washera Saving Account,SNNPR,94756.68,215,0.9999997404758517
CIF01009206,ACC0002009206,Customer_9207,Ordinary Saving Account,SNNPR,83273.83,214,0.9999997404758517
CIF01009205,ACC0002009205,Customer_9206,Ordinary Saving Account,Oromia,40219.94,224,0.9999997404758517
CIF01009197,ACC0002009197,Customer_9198,Dekemezmur Saving Account,Addis Ababa,10755.7,250,0.9999997404758517
CIF01009178,ACC0002009178,Customer_9179,Abew Saving Account,Addis Ababa,1043.68,334,0.9999997404758517
CIF01009175,ACC0002009175,Customer_9176,Sitota Saving Deposit,SNNPR,6304.21,198,0.9999997404758517
CIF01009146,ACC0002009146,Customer_9147,Abew Saving Account,Addis Ababa,142112.4,310,0.9999997404758517
CIF01009139,ACC0002009139,Customer_9140,Agape Saving Account,Oromia,5677.84,244,0.9999997404758517
CIF01009510,ACC0002009510,Customer_9511,Blatena Saving Account,Oromia,5826.81,196,0.9999997404758517
CIF01009499,ACC0002009499,Customer_9500,Abew Saving Account,Oromia,39077.69,219,0.9999997404758517
CIF01009457,ACC0002009457,Customer_9458,Asrat Bekurat Saving Account,Oromia,17078.8,278,0.9999997404758517
CIF01009455,ACC0002009455,Customer_9456,Sitota Saving Deposit,Addis Ababa,9813.58,360,0.9999997404758517
CIF01009453,ACC0002009453,Customer_9454,Tirufat Savings Account,Addis Ababa,1914.95,250,0.9999997404758517
CIF01009425,ACC0002009425,Customer_9426,Tirufat Savings Account,Afar,5263.72,293,0.9999997404758517
CIF01009424,ACC0002009424,Customer_9425,Special Saving Account,Addis Ababa,31996.1,191,0.9999997404758517
CIF01009420,ACC0002009420,Customer_9421,Special Saving Account,Sidama,11352.44,182,0.9999997404758517
CIF01009416,ACC0002009416,Customer_9417,Ordinary Saving Account,Addis Ababa,1687855.52,213,0.9999997404758517
CIF01009394,ACC0002009394,Customer_9395,Equb Saving Account,Addis Ababa,1607.19,282,0.9999997404758517
CIF01009382,ACC0002009382,Customer_9383,Ahati Saving Account,Oromia,25578.31,255,0.9999997404758517
CIF01009361,ACC0002009361,Customer_9362,Prime Customer Deposit Account,Amhara,207157.92,303,0.9999997404758517
CIF01009356,ACC0002009356,Customer_9357,Washera Saving Account,Addis Ababa,393.19,194,0.9999997404758517
CIF01009338,ACC0002009338,Customer_9339,Special Saving Account,Amhara,1659.19,317,0.9999997404758517
CIF01009335,ACC0002009335,Customer_9336,Dekemezmur Saving Account,Sidama,13703.33,334,0.9999997404758517
CIF01009314,ACC0002009314,Customer_9315,Sitota Saving Deposit,Benishangul-Gumuz,337111.39,251,0.9999997404758517
CIF01000059,ACC0002000059,Customer_60,Dekemezmur Saving Account,Tigray,2911.67,303,0.9999997404758517
CIF01009980,ACC0002009980,Customer_9981,Ordinary Saving Account,Oromia,2467.41,217,0.9999997404758517
CIF01009950,ACC0002009950,Customer_9951,Prime Customer Deposit Account,Addis Ababa,28983.04,264,0.9999997404758517
CIF01009897,ACC0002009897,Customer_9898,Couples Saving Deposit,Amhara,173871.83,227,0.9999997404758517
CIF01009883,ACC0002009883,Customer_9884,Blatena Saving Account,Amhara,5607.1,188,0.9999997404758517
CIF01009860,ACC0002009860,Customer_9861,Couples Saving Deposit,Oromia,49402.05,268,0.9999997404758517
CIF01009844,ACC0002009844,Customer_9845,Abew Saving Account,Addis Ababa,7700.55,246,0.9999997404758517
CIF01009833,ACC0002009833,Customer_9834,Agape Saving Account,Oromia,15978.91,288,0.9999997404758517
CIF01009831,ACC0002009831,Customer_9832,Ordinary Saving Account,Amhara,86225.58,279,0.9999997404758517
CIF01009827,ACC0002009827,Customer_9828,Prime Customer Deposit Account,Oromia,6990.92,314,0.9999997404758517
CIF01009820,ACC0002009820,Customer_9821,Ordinary Saving Account,Tigray,6039.72,211,0.9999997404758517
CIF01009802,ACC0002009802,Customer_9803,Equb Saving Account,SNNPR,91470.05,216,0.9999997404758517
CIF01009794,ACC0002009794,Customer_9795,Ordinary Saving Account,Addis Ababa,328692.01,355,0.9999997404758517
CIF01009785,ACC0002009785,Customer_9786,Ordinary Saving Account,Addis Ababa,14328.2,207,0.9999997404758517
CIF01009759,ACC0002009759,Customer_9760,Dekemezmur Saving Account,Amhara,2469.21,194,0.9999997404758517
CIF01009756,ACC0002009756,Customer_9757,Ordinary Saving Account,Addis Ababa,6148.25,303,0.9999997404758517
CIF01000332,ACC0002000332,Customer_333,Dekemezmur Saving Account,SNNPR,4459.36,240,0.9999997404758517
CIF01000331,ACC0002000331,Customer_332,Special Saving Account,Addis Ababa,12248.73,207,0.9999997404758517
CIF01000280,ACC0002000280,Customer_281,Agape Saving Account,Addis Ababa,1464862.03,302,0.9999997404758517
CIF01000272,ACC0002000272,Customer_273,Ordinary Saving Account,Addis Ababa,20227.0,210,0.9999997404758517
CIF01000264,ACC0002000264,Customer_265,Blatena Saving Account,Addis Ababa,6236.29,293,0.9999997404758517
CIF01000252,ACC0002000252,Customer_253,Ordinary Saving Account,Addis Ababa,271526.39,253,0.9999997404758517
CIF01000251,ACC0002000251,Customer_252,Ordinary Saving Account,Addis Ababa,1579.66,192,0.9999997404758517
CIF01000226,ACC0002000226,Customer_227,Tirufat Savings Account,Amhara,10553.11,320,0.9999997404758517
CIF01000212,ACC0002000212,Customer_213,Ahadu Bereket Saving Account,Addis Ababa,7547.12,182,0.9999997404758517
CIF01000200,ACC0002000200,Customer_201,Special Saving Account,Tigray,6491.11,184,0.9999997404758517
CIF01000188,ACC0002000188,Customer_189,Dekemezmur Saving Account,Harari,152040.96,288,0.9999997404758517
CIF01000186,ACC0002000186,Customer_187,Dekemezmur Saving Account,Amhara,49311.08,297,0.9999997404758517
CIF01000182,ACC0002000182,Customer_183,Blatena Saving Account,Amhara,3556.76,312,0.9999997404758517
CIF01000113,ACC0002000113,Customer_114,Special Saving Account,Addis Ababa,4001.43,345,0.9999997404758517
CIF01000107,ACC0002000107,Customer_108,Werazut Saving Account,Tigray,23384.89,218,0.9999997404758517
CIF01000094,ACC0002000094,Customer_95,Blatena Saving Account,SNNPR,34140.36,349,0.9999997404758517
CIF01004801,ACC0002004801,Customer_4802,Prime Customer Deposit Account,Amhara,3787.54,360,0.9999996830573447
CIF01007219,ACC0002007219,Customer_7220,Equb Saving Account,Amhara,12621.94,359,0.9999996830556398
CIF01008797,ACC0002008797,Customer_8798,Special Saving Account,Addis Ababa,72207.13,181,0.9999996830297769
CIF01008971,ACC0002008971,Customer_8972,Blatena Saving Account,Amhara,778.41,181,0.9999996830297769
CIF01004769,ACC0002004769,Customer_4770,Abew Saving Account,Addis Ababa,4778.04,181,0.9999996830297769
CIF01003475,ACC0002003475,Customer_3476,Ordinary Saving Account,Addis Ababa,24820.39,181,0.9999996830297769
CIF01002922,ACC0002002922,Customer_2923,Blatena Saving Account,Sidama,1036.25,181,0.9999996830297769
CIF01007314,ACC0002007314,Customer_7315,Prime Customer Deposit Account,Addis Ababa,26732.14,362,0.9999996829596401
CIF01006689,ACC0002006689,Customer_6690,Washera Saving Account,Sidama,26872.0,361,0.9999996829596401
CIF01005016,ACC0002005016,Customer_5017,Ahadu Bereket Saving Account,Oromia,3700.87,363,0.9999994808022503
